2414 	2010-08-07 	2 	14 	32 	33 	42					
2413 	2010-08-05 	3 	6 	7 	13 	33
2412 	2010-08-03 	5 	9 	37 	38 	41
2411 	2010-07-31 	10 	13 	20 	25 	40
2410 	2010-07-29 	5 	7 	16 	30 	34
2409 	2010-07-27 	1 	19 	21 	24 	30
2408 	2010-07-24 	6 	18 	24 	27 	31
2407 	2010-07-22 	1 	15 	19 	30 	38
2406 	2010-07-20 	3 	6 	7 	9 	41
2405 	2010-07-17 	14 	15 	16 	19 	28
2404 	2010-07-15 	4 	13 	24 	27 	38
2403 	2010-07-13 	12 	19 	21 	41 	42
2402 	2010-07-10 	2 	3 	6 	19 	28
2401 	2010-07-08 	1 	5 	11 	24 	34
2400 	2010-07-06 	2 	7 	8 	28 	36
2399 	2010-07-03 	3 	21 	23 	30 	35
2398 	2010-07-01 	5 	9 	19 	29 	31
2397 	2010-06-29 	17 	18 	20 	24 	33
2396 	2010-06-26 	6 	14 	16 	27 	40
2395 	2010-06-24 	2 	9 	18 	39 	42
2394 	2010-06-22 	2 	8 	12 	17 	40
2393 	2010-06-19 	18 	25 	28 	29 	33
2392 	2010-06-17 	6 	15 	17 	22 	38
2391 	2010-06-15 	12 	14 	23 	32 	40
2390 	2010-06-12 	6 	24 	31 	37 	39
2389 	2010-06-10 	1 	19 	26 	32 	36
2388 	2010-06-08 	7 	10 	12 	37 	41
2387 	2010-06-05 	7 	17 	34 	35 	38
2386 	2010-06-03 	12 	15 	19 	25 	37
2385 	2010-06-01 	5 	8 	23 	31 	41
2384 	2010-05-29 	2 	9 	14 	30 	41
2383 	2010-05-27 	6 	21 	29 	31 	32
2382 	2010-05-25 	6 	25 	29 	37 	40
2381 	2010-05-22 	5 	9 	12 	20 	31
2380 	2010-05-20 	16 	18 	23 	28 	32
2379 	2010-05-18 	7 	15 	23 	28 	37
2378 	2010-05-15 	4 	12 	20 	25 	29
2377 	2010-05-13 	5 	10 	17 	36 	37
2376 	2010-05-11 	4 	5 	7 	23 	28
2375 	2010-05-08 	9 	12 	18 	20 	21
2374 	2010-05-06 	7 	12 	27 	32 	39
2373 	2010-05-04 	19 	20 	28 	35 	36
2372 	2010-05-01 	9 	11 	24 	32 	35
2371 	2010-04-29 	10 	22 	25 	27 	36
2370 	2010-04-27 	1 	2 	5 	11 	34
2369 	2010-04-24 	5 	24 	34 	38 	41
2368 	2010-04-22 	1 	3 	5 	21 	41
2367 	2010-04-20 	26 	27 	34 	38 	42
2366 	2010-04-17 	1 	21 	31 	36 	40
2365 	2010-04-15 	10 	13 	17 	28 	41
2364 	2010-04-13 	6 	14 	28 	30 	32
2363 	2010-04-10 	1 	6 	11 	19 	34
2362 	2010-04-08 	2 	13 	23 	30 	39
2361 	2010-04-06 	9 	13 	15 	19 	31
2360 	2010-04-03 	10 	12 	13 	20 	27
2359 	2010-04-01 	5 	8 	23 	24 	27
2358 	2010-03-30 	7 	20 	24 	25 	41
2357 	2010-03-27 	2 	9 	13 	34 	37
2356 	2010-03-25 	12 	13 	17 	28 	36
2355 	2010-03-23 	1 	15 	20 	30 	35
2354 	2010-03-20 	8 	10 	12 	16 	17
2353 	2010-03-18 	12 	16 	17 	22 	28
2352 	2010-03-16 	1 	3 	6 	12 	29
2351 	2010-03-13 	1 	11 	15 	27 	33
2350 	2010-03-11 	7 	22 	25 	27 	33
2349 	2010-03-09 	9 	19 	28 	30 	31
2348 	2010-03-06 	3 	19 	27 	30 	34
2347 	2010-03-04 	8 	19 	26 	32 	42
2346 	2010-03-02 	8 	12 	17 	18 	37
2345 	2010-02-27 	5 	9 	12 	19 	36
2344 	2010-02-25 	5 	8 	28 	39 	40
2343 	2010-02-23 	3 	24 	33 	35 	40
2342 	2010-02-20 	15 	17 	27 	32 	36
2341 	2010-02-18 	9 	21 	29 	30 	32
2340 	2010-02-16 	2 	12 	17 	21 	22
2339 	2010-02-13 	21 	28 	32 	35 	37
2338 	2010-02-11 	8 	12 	26 	40 	41
2337 	2010-02-09 	6 	9 	21 	37 	40
2336 	2010-02-06 	8 	17 	29 	34 	41
2335 	2010-02-04 	13 	14 	17 	19 	26
2334 	2010-02-02 	9 	13 	15 	32 	36
2333 	2010-01-30 	13 	17 	23 	24 	41
2332 	2010-01-28 	2 	3 	5 	20 	41
2331 	2010-01-26 	8 	14 	15 	16 	17
2330 	2010-01-23 	4 	9 	13 	29 	41
2329 	2010-01-21 	16 	17 	18 	20 	27
2328 	2010-01-19 	7 	26 	35 	38 	41
2327 	2010-01-16 	4 	10 	22 	25 	33
2326 	2010-01-14 	8 	9 	20 	27 	37
2325 	2010-01-12 	2 	21 	31 	35 	40
2324 	2010-01-09 	5 	22 	33 	34 	38
2323 	2010-01-07 	1 	2 	6 	10 	37
2322 	2010-01-05 	4 	22 	26 	34 	41
2321 	2010-01-02 	2 	3 	19 	26 	31
2320 	2009-12-31 	6 	20 	21 	33 	42
2319 	2009-12-29 	3 	9 	24 	27 	36
2318 	2009-12-26 	2 	6 	10 	32 	35
2317 	2009-12-24 	1 	2 	8 	11 	39
2316 	2009-12-22 	3 	14 	29 	40 	42
2315 	2009-12-19 	2 	13 	19 	23 	30
2314 	2009-12-17 	18 	26 	27 	28 	42
2313 	2009-12-15 	12 	14 	23 	28 	35
2312 	2009-12-12 	11 	20 	24 	27 	37
2311 	2009-12-10 	4 	22 	25 	34 	35
2310 	2009-12-08 	6 	10 	14 	25 	26
2309 	2009-12-05 	1 	9 	17 	23 	37
2308 	2009-12-03 	5 	9 	19 	25 	26
2307 	2009-12-01 	1 	3 	14 	32 	36
2306 	2009-11-28 	1 	11 	25 	31 	37
2305 	2009-11-26 	11 	19 	20 	36 	38
2304 	2009-11-24 	12 	18 	22 	31 	37
2303 	2009-11-21 	10 	15 	18 	25 	27
2302 	2009-11-19 	17 	19 	28 	33 	41
2301 	2009-11-17 	15 	16 	21 	31 	35
2300 	2009-11-14 	2 	3 	8 	33 	37
2299 	2009-11-12 	1 	8 	24 	27 	35
2298 	2009-11-10 	6 	12 	18 	23 	35
2297 	2009-11-07 	1 	3 	6 	24 	34
2296 	2009-11-05 	9 	21 	27 	31 	36
2295 	2009-11-03 	8 	11 	16 	22 	23
2294 	2009-10-31 	1 	5 	18 	27 	30
2293 	2009-10-29 	14 	15 	17 	21 	35
2292 	2009-10-27 	3 	20 	23 	28 	37
2291 	2009-10-24 	7 	26 	32 	33 	39
2290 	2009-10-22 	1 	4 	9 	14 	27
2289 	2009-10-20 	9 	11 	13 	24 	27
2288 	2009-10-17 	11 	16 	21 	38 	42
2287 	2009-10-15 	2 	14 	21 	34 	42
2286 	2009-10-13 	28 	29 	31 	36 	42
2285 	2009-10-10 	10 	28 	29 	33 	42
2284 	2009-10-08 	7 	10 	13 	30 	39
2283 	2009-10-06 	3 	11 	29 	35 	40
2282 	2009-10-03 	2 	3 	17 	24 	37
2281 	2009-10-01 	8 	9 	17 	34 	41
2280 	2009-09-29 	1 	2 	8 	28 	41
2279 	2009-09-26 	22 	26 	31 	33 	40
2278 	2009-09-24 	7 	17 	18 	28 	41
2277 	2009-09-22 	5 	28 	30 	31 	39
2276 	2009-09-19 	9 	14 	27 	31 	38
2275 	2009-09-17 	1 	12 	24 	35 	36
2274 	2009-09-15 	1 	2 	8 	22 	38
2273 	2009-09-12 	1 	2 	3 	30 	37
2272 	2009-09-10 	3 	15 	17 	20 	33
2271 	2009-09-08 	21 	22 	23 	38 	40
2270 	2009-09-05 	8 	19 	32 	34 	36
2269 	2009-09-03 	1 	4 	37 	40 	41
2268 	2009-09-01 	3 	11 	22 	24 	26
2267 	2009-08-29 	1 	2 	21 	31 	33
2266 	2009-08-27 	24 	27 	31 	35 	41
2265 	2009-08-25 	1 	26 	28 	31 	37
2264 	2009-08-22 	3 	7 	14 	25 	29
2263 	2009-08-20 	5 	21 	25 	32 	39
2262 	2009-08-18 	9 	20 	22 	28 	36
2261 	2009-08-15 	14 	29 	36 	39 	42
2260 	2009-08-13 	4 	8 	16 	30 	42
2259 	2009-08-11 	10 	12 	18 	21 	28
2258 	2009-08-08 	16 	19 	20 	32 	36
2257 	2009-08-06 	4 	11 	15 	25 	30
2256 	2009-08-04 	3 	4 	11 	20 	30
2255 	2009-08-01 	10 	17 	25 	31 	32
2254 	2009-07-30 	3 	16 	18 	27 	42
2253 	2009-07-28 	6 	9 	17 	25 	33
2252 	2009-07-25 	10 	24 	35 	36 	41
2251 	2009-07-23 	1 	4 	7 	29 	40
2250 	2009-07-21 	8 	13 	31 	32 	41
2249 	2009-07-18 	7 	12 	20 	21 	27
2248 	2009-07-16 	4 	14 	24 	35 	38
2247 	2009-07-14 	15 	18 	20 	21 	41
2246 	2009-07-11 	16 	20 	28 	36 	41
2245 	2009-07-09 	1 	6 	10 	16 	24
2244 	2009-07-07 	3 	16 	29 	30 	40
2243 	2009-07-04 	1 	4 	14 	26 	40
2242 	2009-07-02 	5 	11 	13 	38 	40
2241 	2009-06-30 	1 	2 	8 	29 	42
2240 	2009-06-27 	3 	15 	29 	37 	42
2239 	2009-06-25 	6 	13 	17 	30 	36
2238 	2009-06-23 	2 	5 	13 	28 	35
2237 	2009-06-20 	4 	12 	21 	22 	29
2236 	2009-06-18 	9 	25 	30 	41 	42
2235 	2009-06-16 	19 	23 	35 	36 	42
2234 	2009-06-13 	15 	23 	24 	35 	37
2233 	2009-06-11 	7 	10 	29 	31 	39
2232 	2009-06-09 	9 	19 	22 	28 	29
2231 	2009-06-06 	5 	19 	27 	39 	40
2230 	2009-06-04 	5 	18 	24 	28 	34
2229 	2009-06-02 	2 	6 	12 	29 	30
2228 	2009-05-30 	3 	5 	7 	8 	39
2227 	2009-05-28 	1 	3 	22 	38 	40
2226 	2009-05-26 	1 	6 	23 	36 	38
2225 	2009-05-23 	11 	30 	34 	37 	41
2224 	2009-05-21 	4 	7 	24 	33 	37
2223 	2009-05-19 	2 	7 	30 	37 	41
2222 	2009-05-16 	6 	11 	25 	27 	31
2221 	2009-05-14 	7 	23 	25 	28 	40
2220 	2009-05-12 	13 	18 	20 	32 	40
2219 	2009-05-09 	1 	5 	6 	36 	38
2218 	2009-05-07 	7 	14 	16 	28 	32
2217 	2009-05-05 	13 	16 	18 	20 	23
2216 	2009-05-02 	10 	17 	21 	28 	38
2215 	2009-04-30 	8 	23 	33 	39 	41
2214 	2009-04-28 	5 	19 	30 	35 	41
2213 	2009-04-25 	8 	17 	22 	30 	34
2212 	2009-04-23 	19 	21 	24 	28 	36
2211 	2009-04-21 	9 	12 	23 	31 	38
2210 	2009-04-18 	1 	7 	13 	34 	35
2209 	2009-04-16 	4 	5 	12 	34 	40
2208 	2009-04-14 	2 	6 	10 	33 	37
2207 	2009-04-11 	1 	8 	21 	26 	38
2206 	2009-04-09 	10 	20 	26 	36 	41
2205 	2009-04-07 	14 	22 	24 	31 	33
2204 	2009-04-04 	11 	14 	22 	35 	39
2203 	2009-04-02 	7 	10 	17 	19 	28
2202 	2009-03-31 	16 	24 	25 	28 	38
2201 	2009-03-28 	7 	12 	19 	20 	27
2200 	2009-03-26 	11 	13 	19 	32 	34
2199 	2009-03-24 	4 	13 	18 	29 	30
2198 	2009-03-21 	7 	17 	19 	20 	22
2197 	2009-03-19 	10 	12 	15 	18 	42
2196 	2009-03-17 	7 	11 	12 	32 	37
2195 	2009-03-14 	5 	9 	12 	21 	26
2194 	2009-03-12 	1 	10 	22 	24 	37
2193 	2009-03-10 	11 	12 	28 	31 	42
2192 	2009-03-07 	1 	16 	23 	29 	33
2191 	2009-03-05 	8 	11 	29 	33 	40
2190 	2009-03-03 	4 	18 	28 	30 	33
2189 	2009-02-28 	2 	5 	15 	34 	38
2188 	2009-02-26 	4 	15 	21 	24 	38
2187 	2009-02-24 	5 	9 	16 	19 	38
2186 	2009-02-21 	22 	32 	33 	40 	42
2185 	2009-02-19 	3 	6 	10 	25 	42
2184 	2009-02-17 	4 	10 	20 	27 	32
2183 	2009-02-14 	9 	30 	31 	37 	39
2182 	2009-02-12 	2 	3 	7 	28 	37
2181 	2009-02-10 	17 	19 	24 	30 	39
2180 	2009-02-07 	13 	19 	30 	33 	38
2179 	2009-02-05 	1 	11 	12 	13 	22
2178 	2009-02-03 	8 	11 	15 	37 	40
2177 	2009-01-31 	7 	17 	18 	21 	33
2176 	2009-01-29 	3 	8 	10 	18 	28
2175 	2009-01-27 	4 	6 	10 	13 	23
2174 	2009-01-24 	15 	23 	25 	31 	36
2173 	2009-01-22 	4 	30 	31 	35 	36
2172 	2009-01-20 	2 	4 	9 	12 	19
2171 	2009-01-17 	2 	7 	17 	23 	32
2170 	2009-01-15 	2 	15 	17 	21 	41
2169 	2009-01-13 	11 	16 	34 	35 	39
2168 	2009-01-10 	21 	33 	35 	36 	42
2167 	2009-01-08 	3 	14 	20 	35 	40
2166 	2009-01-06 	4 	18 	25 	28 	39
2165 	2009-01-03 	1 	5 	25 	29 	32
2164 	2009-01-01 	4 	12 	15 	19 	31
2163 	2008-12-30 	5 	9 	11 	17 	23
2162 	2008-12-27 	1 	3 	13 	16 	20
2161 	2008-12-25 	10 	11 	18 	24 	30
2160 	2008-12-23 	1 	8 	25 	30 	38
2159 	2008-12-20 	4 	15 	17 	35 	41
2158 	2008-12-18 	10 	17 	18 	31 	36
2157 	2008-12-16 	8 	9 	14 	18 	32
2156 	2008-12-13 	9 	14 	20 	35 	37
2155 	2008-12-11 	12 	20 	23 	24 	36
2154 	2008-12-09 	17 	25 	31 	35 	36
2153 	2008-12-06 	13 	14 	23 	36 	42
2152 	2008-12-04 	8 	12 	23 	32 	38
2151 	2008-12-02 	6 	9 	22 	27 	41
2150 	2008-11-29 	4 	6 	9 	14 	31
2149 	2008-11-27 	5 	11 	27 	33 	36
2148 	2008-11-25 	18 	23 	24 	28 	29
2147 	2008-11-22 	12 	15 	18 	27 	35
2146 	2008-11-20 	3 	5 	11 	19 	20
2145 	2008-11-18 	20 	21 	25 	31 	42
2144 	2008-11-15 	3 	4 	25 	32 	34
2143 	2008-11-13 	7 	12 	15 	23 	28
2142 	2008-11-11 	2 	12 	18 	41 	42
2141 	2008-11-08 	5 	10 	12 	26 	38
2140 	2008-11-06 	11 	17 	27 	28 	31
2139 	2008-11-04 	9 	17 	34 	38 	41
2138 	2008-11-01 	17 	18 	21 	30 	41
2137 	2008-10-30 	2 	22 	27 	30 	34
2136 	2008-10-28 	4 	14 	35 	37 	41
2135 	2008-10-25 	5 	13 	20 	22 	41
2134 	2008-10-23 	10 	22 	28 	38 	41
2133 	2008-10-21 	4 	6 	28 	30 	31
2132 	2008-10-18 	6 	11 	30 	38 	40
2131 	2008-10-16 	3 	5 	8 	30 	36
2130 	2008-10-14 	4 	5 	7 	20 	41
2129 	2008-10-11 	4 	23 	26 	34 	38
2128 	2008-10-08 	8 	16 	21 	25 	29
2127 	2008-10-04 	5 	17 	24 	28 	39
2126 	2008-10-01 	9 	16 	21 	26 	37
2125 	2008-09-27 	1 	4 	11 	31 	40
2124 	2008-09-24 	4 	8 	12 	17 	42
2123 	2008-09-20 	1 	9 	16 	17 	35
2122 	2008-09-17 	6 	13 	22 	36 	39
2121 	2008-09-13 	6 	22 	25 	28 	40
2120 	2008-09-10 	16 	22 	25 	28 	33
2119 	2008-09-06 	6 	8 	9 	30 	31
2118 	2008-09-03 	2 	27 	33 	34 	38
2117 	2008-08-30 	3 	13 	18 	26 	39
2116 	2008-08-27 	4 	27 	33 	38 	42
2115 	2008-08-23 	20 	27 	28 	30 	33
2114 	2008-08-20 	8 	20 	23 	30 	34
2113 	2008-08-16 	7 	10 	18 	36 	39
2112 	2008-08-13 	16 	17 	20 	25 	36
2111 	2008-08-09 	2 	4 	17 	18 	23
2110 	2008-08-06 	2 	12 	30 	32 	42
2109 	2008-08-02 	12 	15 	18 	23 	28
2108 	2008-07-30 	4 	15 	26 	31 	35
2107 	2008-07-26 	11 	13 	36 	37 	42
2106 	2008-07-23 	6 	12 	14 	21 	23
2105 	2008-07-19 	2 	11 	12 	14 	42
2104 	2008-07-16 	4 	5 	9 	19 	24
2103 	2008-07-12 	19 	22 	24 	38 	39
2102 	2008-07-09 	5 	11 	17 	29 	33
2101 	2008-07-05 	5 	25 	28 	29 	31
2100 	2008-07-02 	7 	14 	25 	36 	41
2099 	2008-06-28 	9 	20 	24 	26 	42
2098 	2008-06-25 	1 	6 	8 	17 	20
2097 	2008-06-21 	2 	23 	30 	40 	41
2096 	2008-06-18 	9 	12 	18 	22 	42
2095 	2008-06-14 	1 	3 	13 	38 	41
2094 	2008-06-11 	9 	11 	20 	23 	42
2093 	2008-06-07 	6 	7 	13 	23 	27
2092 	2008-06-04 	2 	14 	16 	25 	32
2091 	2008-05-31 	6 	13 	19 	22 	28
2090 	2008-05-28 	10 	13 	23 	28 	32
2089 	2008-05-24 	10 	22 	27 	31 	33
2088 	2008-05-21 	12 	24 	34 	38 	40
2087 	2008-05-17 	12 	22 	28 	31 	42
2086 	2008-05-14 	8 	13 	17 	20 	22
2085 	2008-05-10 	5 	11 	16 	24 	27
2084 	2008-05-07 	5 	13 	16 	33 	38
2083 	2008-05-03 	4 	6 	21 	22 	41
2082 	2008-04-30 	8 	29 	31 	32 	33
2081 	2008-04-26 	9 	20 	23 	25 	29
2080 	2008-04-23 	12 	17 	29 	33 	35
2079 	2008-04-19 	4 	6 	7 	8 	27
2078 	2008-04-16 	19 	22 	28 	36 	37
2077 	2008-04-12 	9 	17 	22 	36 	41
2076 	2008-04-09 	15 	17 	23 	37 	42
2075 	2008-04-05 	2 	14 	19 	28 	30
2074 	2008-04-02 	1 	4 	16 	29 	31
2073 	2008-03-29 	7 	23 	27 	29 	30
2072 	2008-03-26 	5 	9 	26 	31 	41
2071 	2008-03-22 	2 	21 	23 	27 	32
2070 	2008-03-19 	1 	4 	31 	33 	39
2069 	2008-03-15 	1 	6 	16 	18 	20
2068 	2008-03-12 	14 	15 	18 	20 	40
2067 	2008-03-08 	9 	13 	20 	29 	33
2066 	2008-03-05 	5 	7 	16 	29 	42
2065 	2008-03-01 	9 	15 	23 	27 	42
2064 	2008-02-27 	4 	8 	18 	30 	40
2063 	2008-02-23 	2 	23 	28 	34 	38
2062 	2008-02-20 	1 	14 	21 	28 	42
2061 	2008-02-16 	1 	13 	16 	19 	42
2060 	2008-02-13 	6 	11 	17 	28 	38
2059 	2008-02-09 	6 	7 	29 	31 	37
2058 	2008-02-06 	11 	18 	19 	34 	39
2057 	2008-02-02 	2 	21 	28 	35 	41
2056 	2008-01-30 	1 	9 	28 	33 	39
2055 	2008-01-26 	3 	11 	13 	21 	35
2054 	2008-01-23 	13 	29 	36 	37 	38
2053 	2008-01-19 	8 	9 	21 	33 	39
2052 	2008-01-16 	22 	27 	33 	40 	42
2051 	2008-01-12 	10 	16 	31 	33 	41
2050 	2008-01-09 	2 	10 	16 	26 	40
2049 	2008-01-05 	3 	7 	10 	24 	41
2048 	2008-01-02 	6 	8 	34 	36 	40
2047 	2007-12-29 	5 	9 	13 	23 	42
2046 	2007-12-26 	4 	7 	8 	22 	38
2045 	2007-12-22 	5 	8 	12 	26 	28
2044 	2007-12-19 	2 	18 	25 	29 	31
2043 	2007-12-15 	3 	12 	13 	17 	41
2042 	2007-12-12 	2 	18 	28 	32 	39
2041 	2007-12-08 	11 	24 	27 	28 	41
2040 	2007-12-05 	1 	5 	14 	25 	33
2039 	2007-12-01 	1 	16 	29 	35 	42
2038 	2007-11-28 	2 	23 	26 	27 	33
2037 	2007-11-24 	1 	5 	7 	31 	33
2036 	2007-11-21 	6 	14 	19 	25 	36
2035 	2007-11-17 	15 	16 	32 	36 	40
2034 	2007-11-14 	2 	3 	15 	34 	40
2033 	2007-11-10 	11 	14 	25 	31 	38
2032 	2007-11-07 	12 	17 	20 	34 	38
2031 	2007-11-03 	6 	9 	12 	16 	27
2030 	2007-10-31 	4 	15 	23 	24 	32
2029 	2007-10-27 	4 	25 	28 	41 	42
2028 	2007-10-24 	9 	17 	21 	27 	38
2027 	2007-10-20 	6 	31 	36 	37 	41
2026 	2007-10-17 	3 	19 	23 	38 	39
2025 	2007-10-13 	2 	3 	15 	23 	41
2024 	2007-10-10 	3 	5 	28 	36 	40
2023 	2007-10-06 	23 	27 	31 	34 	35
2022 	2007-10-03 	13 	21 	35 	37 	39
2021 	2007-09-29 	5 	12 	30 	33 	36
2020 	2007-09-26 	4 	11 	19 	20 	30
2019 	2007-09-22 	5 	14 	16 	36 	38
2018 	2007-09-19 	3 	15 	32 	39 	40
2017 	2007-09-15 	5 	15 	17 	30 	41
2016 	2007-09-12 	1 	2 	7 	19 	29
2015 	2007-09-08 	4 	28 	30 	33 	34
2014 	2007-09-05 	8 	12 	36 	38 	42
2013 	2007-09-01 	10 	13 	17 	20 	28
2012 	2007-08-29 	1 	2 	12 	32 	36
2011 	2007-08-25 	7 	13 	14 	16 	39
2010 	2007-08-22 	13 	15 	26 	29 	32
2009 	2007-08-18 	1 	21 	25 	26 	36
2008 	2007-08-15 	11 	16 	21 	27 	41
2007 	2007-08-11 	19 	23 	24 	25 	26
2006 	2007-08-08 	11 	14 	19 	21 	28
2005 	2007-08-04 	18 	24 	28 	30 	33
2004 	2007-08-01 	23 	27 	29 	36 	42
2003 	2007-07-28 	7 	8 	12 	15 	41
2002 	2007-07-25 	14 	17 	21 	29 	37
2001 	2007-07-21 	5 	6 	25 	29 	38
2000 	2007-07-18 	11 	22 	31 	36 	40
1999 	2007-07-14 	23 	27 	31 	33 	41
1998 	2007-07-11 	5 	16 	25 	29 	42
1997 	2007-07-07 	2 	5 	6 	21 	29
1996 	2007-07-04 	9 	12 	16 	22 	38
1995 	2007-06-30 	7 	15 	16 	33 	35
1994 	2007-06-27 	11 	13 	24 	31 	38
1993 	2007-06-23 	8 	17 	25 	26 	39
1992 	2007-06-20 	8 	10 	13 	32 	33
1991 	2007-06-16 	5 	9 	22 	32 	36
1990 	2007-06-13 	2 	17 	19 	20 	35
